id,city,stateOrProvince,bathrooms,bedrooms,listPrice,livingArea,yearBuilt,propertySubType,listingCategory,numParkingSpaces,photoscount,grade
316936,Hudsonville,1027,2,3,229900,1916,1996,10,1,2,27,good
296862,Brunswick,1013,2,3,214900,1790,2018,10,1,,0,bad
285555,Plaquemine,1016,2,3,182000,2167,,10,1,,14,good
280824,Locust Grove,1013,3,3,159900,1750,1987,10,1,,26,good
280334,Sharpsburg,1013,3,3,319900,3000,1980,10,1,,0,bad
276364,Decatur,1013,1,3,249900,0,1945,10,1,,0,bad
274602,Canton,1013,5,5,579000,0,2002,10,1,,0,bad
273566,Atlanta,1013,3,2,3500,1563,2008,90,2,,0,bad
273166,Jonesboro,1013,3,3,800,0,1974,90,2,,14,good
269273,Chattahoochee Hills,1013,2,3,175000,1540,1989,10,1,,15,good
259270,Carroll,1034,0,0,980,,1971,50,2,,0,bad
253506,LEHIGH ACRES,1001,1,1,800,,1971,90,2,,10,good
250181,Monroe,1013,4,4,314990,3004,2018,10,1,,0,bad
249121,Duluth,1013,4,5,2500,2658,2003,10,2,,36,good
243028,Marietta,1013,3,2,1250,1232,1986,70,2,,11,good
232446,Cedartown,1013,1,2,59900,1002,1947,10,1,,0,bad
230602,Atlanta,1013,3,4,204900,2592,2006,10,1,,0,bad
228478,Douglasville,1013,2,3,114900,1259,1971,10,1,,1,bad
221791,Sanford,1014,3,4,249000,,1977,10,1,2,0,bad
221426,FAYETTEVILLE,1014,2,3,46500,,1975,10,1,1,0,bad
219548,Flint,1027,1,1,3500,480,1926,10,1,,1,bad
219403,Flint,1027,1,3,9900,1435,1952,10,1,,1,bad
219401,Flint,1027,1,2,8900,768,1956,10,1,,1,bad
219400,Flint,1027,1,2,8900,768,1956,10,1,,1,bad
219393,Flint,1027,1,2,9900,860,1926,10,1,,1,bad
219390,Flint,1027,1,2,8900,768,1956,10,1,,1,bad
218799,Blytheville,1009,1,3,2500,980,1959,20,1,,1,bad
218758,Wynne,1009,1,2,2500,1125,1933,10,1,,0,bad
215042,Ketchum,1006,6,4,5450000,4618,2017,10,1,,18,good
212244,Horseheads,1007,2,4,188000,2016,,10,1,,18,good
210356,Miramar Beach,1001,2,3,300000,1392,1977,10,1,2,19,good
204492,Ankeny,1034,3,4,1257886,2656,2018,10,1,,0,bad
204450,Des Moines,1034,1,3,190000,809,1890,10,1,,0,bad
204438,Elkhart,1034,0,0,425000,0,2015,10,1,,0,bad
204429,Earlham,1034,4,4,405000,2500,2018,10,1,,0,bad
204392,Clive,1034,2,2,391060,1500,2018,10,1,,0,bad
203873,Des Moines,1034,1,1,19900,481,1923,10,1,,0,bad
203855,Pella,1034,3,4,354050,1660,2018,10,1,,0,bad
203838,Johnston,1034,0,0,944435,2713,2018,10,1,,0,bad
203697,West Des Moines,1034,0,5,728615,2950,2017,10,1,,0,bad
203510,Des Moines,1034,2,3,278900,1483,2018,10,1,,0,bad
203435,Windsor Heights,1034,1,3,111000,1703,1940,10,1,,0,bad
203407,Des Moines,1034,2,3,261900,1532,2017,10,1,,0,bad
195390,Wausau,1033,1,3,93200,1092,,10,1,1,14,good
178740,New Scotland TOV,1007,5,4,999900,4525,,10,1,12,40,good
169662,Elgin,1031,2,3,177680,1663,2018,10,1,,0,bad
156296,Stone Harbor,1032,2,2,509000,,1935,20,1,,18,good
153915,PINEVILLE,1016,2,3,169900,1381,2016,10,1,,22,good
150396,Los Angeles (City),1008,6,5,14500,5391,1986,10,2,0,20,good
150043,Kokomo,1010,1,2,69900,864,1920,10,1,1,20,good
142080,Cathedral City,1008,2,4,325000,1886,2002,10,1,2,18,good
128982,North Myrtle Beach,1031,1,1,119900,,1981,20,1,,18,good
124441,Venice,1001,0,0,169900,0,,10,1,,0,bad
124430,North Port,1001,0,0,265000,0,,10,1,,0,bad
124114,Port Charlotte,1001,0,0,9000,0,,10,1,,0,bad
121760,Williamsburg,1027,0,0,205000,0,,10,1,,0,bad
121495,Cheyenne,1030,3,4,504586,,2018,100,1,4,0,bad
120413,COLUMBIA,1000,3,4,239900,2208,1994,10,1,,0,bad
120018,COLUMBIA,1000,1,2,69995,864,2005,50,1,,0,bad
119734,Columbia,1000,2,3,800,1500,2003,30,2,,0,bad
115568,Trenton,1013,3,6,198800,2700,2003,80,1,,10,good
114156,Conway,1009,8,2,360000,4960,2012,30,1,4,10,good
110463,Paragould,1009,0,0,8500,,,50,1,,1,bad
109535,Little Rock,1009,1,2,5999,2154,1982,10,1,,1,bad
108257,Hot Springs Vill.,1009,2,2,59800,1200,1984,70,1,2,1,bad
103889,Maysville,1012,0,51,720,,1978,60,1,2,1,bad
97798,HAYDEN,1002,2,3,169900,,2008,10,1,,1,bad
97486,VESTAVIA HILLS,1002,4,5,575000,,2014,10,1,,50,good
96394,OXFORD,1002,2,3,189900,,,10,1,,39,good
93928,BONITA SPRINGS,1001,3,3,549000,2217,1989,10,1,2,18,good
83782,Big Bear Lake,1008,1,2,224900,720,1975,10,1,,18,good
83159,Mullens,1029,1,3,9000,913,,10,1,,1,bad
81880,Billings,1028,0,0,125900,0,2010,50,1,3,0,bad
80296,Bakersfield,1008,3,4,222900,2055,2003,10,1,1,0,bad
73997,Phoenix,1015,2,3,389900,1737,1951,10,1,,0,bad
63695,Avondale,1015,0,0,169000,,1963,30,1,1,0,bad
53398,Altoona,1026,0,0,7200,0,,50,1,0,1,bad
51604,Hereford,1015,3,4,344400,2460,2018,10,1,3,0,bad
51603,Hereford,1015,3,4,303240,2166,2018,10,1,3,0,bad
50618,Lake Placid,1007,2,2,6000,1704,1981,40,1,,1,bad
50614,Lake Placid,1007,2,2,7000,1704,1981,40,1,,1,bad
47216,Elberton,1013,5,5,600000,,1970,10,1,4,0,bad
46253,Manchester,1027,3,3,334900,2107,2018,10,1,,1,bad
45418,Philadelphia,1026,1,0,925,358,,10,2,0,0,bad
45244,Ashland,1012,0,0,59900,,,10,1,,0,bad
45243,Ashland,1012,0,0,139900,,,60,1,,0,bad
44782,Canterbury,1025,2,3,299900,1517,2000,10,1,2,0,bad
44656,St. Andrew West,1024,3,4,345000,1833,1988,10,1,2,0,bad
43090,Plantation,1001,2,3,389900,2378,1990,10,1,2,64,good
42870,Coral Springs,1001,2,2,264900,1430,1993,20,1,1,75,good
42221,Aventura,1001,2,2,1650,,1975,20,2,1,31,good
41860,Tamarac,1001,2,2,225000,1507,1971,10,1,1,40,good
41770,Aventura,1001,3,3,639000,2080,1984,20,1,1,37,good
40367,Other City - In The State Of Florida,1001,0,0,9999.99,,,10,1,0,1,bad
40366,Other City - In The State Of Florida,1001,0,0,9999.99,,,10,1,0,1,bad
40359,Other City - In The State Of Florida,1001,0,0,9999.99,,,10,1,0,1,bad
37422,Other City - In The State Of Florida,1001,0,0,7900,,,10,1,0,0,bad
34893,Tamarac,1001,2,2,218900,1387,1968,10,1,1,42,good
33194,Miami,1001,0,0,500000,,,10,1,0,0,bad
33193,Miami,1001,0,0,500000,,,10,1,0,0,bad
29469,Miami,1001,0,0,39900,,,10,1,0,0,bad
29211,Davie,1001,0,0,225000,45000,,10,1,0,2,bad
25018,North Lauderdale,1001,2,4,195000,1356,1976,10,1,0,0,bad
21560,Other City Value - Out Of Area,1001,0,0,35000,,,10,1,0,0,bad
20636,Miami,1001,1,1,290000,694,2008,20,1,1,2,bad
19784,Other County - Not In Usa,1023,5,5,1100000,,1930,20,1,0,0,bad
16871,Miami Beach,1001,1,1,525000,780,1999,20,1,1,0,bad
16303,Other City - In The State Of Florida,1001,0,0,7500,,,10,1,0,2,bad
16291,Other City - In The State Of Florida,1001,0,0,7000,,,10,1,0,2,bad
16290,Other City - In The State Of Florida,1001,0,0,10000,,,10,1,0,2,bad
16280,Other City - In The State Of Florida,1001,0,0,7000,,,10,1,0,1,bad
13905,Miami,1001,0,0,8000,,,10,1,0,2,bad
11706,Indian Town,1001,0,0,110000,,,10,1,0,0,bad
11313,Davie,1001,3,4,639000,3293,1974,10,1,2,38,good
10828,Other City - In The State Of Florida,1001,0,0,8500,,,10,1,0,1,bad
10411,Miami,1001,0,0,350000,,,10,1,0,0,bad
8612,Other City - In The State Of Florida,1001,0,0,2500,,,10,1,0,1,bad
7840,Miami,1001,0,0,425000,1512,1923,30,1,5,2,bad
7423,Miami,1001,0,0,46000,,,10,1,0,0,bad
7420,Miami,1001,0,0,46000,,,10,1,0,0,bad
7272,West Palm Beach,1001,0,0,39000,,,10,1,0,0,bad
7271,West Palm Beach,1001,0,0,39000,,,10,1,0,0,bad
7270,Miramar,1001,0,0,990000,,,10,1,0,0,bad
7268,Deerfield Beach,1001,0,0,146000,,,10,1,0,0,bad
7267,Deerfield Beach,1001,0,0,146000,,,10,1,0,0,bad
7241,Miami,1001,0,0,150000,,,10,1,0,0,bad
7232,Miami,1001,0,0,174000,,,10,1,0,0,bad
7114,Sunny Isles Beach,1001,2,3,734000,1367,1949,10,1,1,1,bad
6599,Miami,1001,2,1,97900,861,1968,20,1,0,0,bad
5181,North Miami Beach,1001,1,1,92000,642,1962,20,1,0,2,bad
3983,Sunrise,1001,3,3,379000,2408,1981,10,1,2,0,bad
2637,North Lauderdale,1001,2,2,125000,1300,1973,20,1,0,0,bad
